,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
229,06001,smoothed_wcli,2020-05-15,2020-09-03,111,0.1788809,0.0876187,1755.9236,county,fb-survey
230,06013,smoothed_wcli,2020-05-15,2020-09-03,111,0.0597293,0.0598026,1900.4407,county,fb-survey
231,06041,smoothed_wcli,2020-05-15,2020-09-03,111,0.0,0.1487957,286.53,county,fb-survey
232,06075,smoothed_wcli,2020-05-15,2020-09-03,111,0.0170564,0.0639847,1037.0,county,fb-survey
233,06081,smoothed_wcli,2020-05-15,2020-09-03,111,0.1682439,0.0999327,1292.8676,county,fb-survey
234,06085,smoothed_wcli,2020-05-15,2020-09-03,111,0.3411236,0.1696233,2206.7545,county,fb-survey
235,06001,smoothed_wcli,2020-05-16,2020-09-03,110,0.2080027,0.091751,1859.9903,county,fb-survey
236,06013,smoothed_wcli,2020-05-16,2020-09-03,110,0.1073844,0.0687288,1968.3674,county,fb-survey
237,06041,smoothed_wcli,2020-05-16,2020-09-03,110,0.2013884,0.2619999,285.53,county,fb-survey
238,06075,smoothed_wcli,2020-05-16,2020-09-03,110,0.0876295,0.0935674,1075.0,county,fb-survey
239,06081,smoothed_wcli,2020-05-16,2020-09-03,110,0.1666365,0.0981432,1355.0586,county,fb-survey
240,06085,smoothed_wcli,2020-05-16,2020-09-03,110,0.304853,0.1678764,2292.4945,county,fb-survey
241,06001,smoothed_wcli,2020-05-17,2020-09-03,109,0.361375,0.1672613,1925.5722,county,fb-survey
242,06013,smoothed_wcli,2020-05-17,2020-09-03,109,0.1099165,0.0701433,1994.7286,county,fb-survey
243,06041,smoothed_wcli,2020-05-17,2020-09-03,109,0.195448,0.2529933,303.7748,county,fb-survey
244,06075,smoothed_wcli,2020-05-17,2020-09-03,109,0.0851943,0.0904395,1129.0,county,fb-survey
245,06081,smoothed_wcli,2020-05-17,2020-09-03,109,0.127959,0.0895676,1406.8846,county,fb-survey
246,06085,smoothed_wcli,2020-05-17,2020-09-03,109,0.308243,0.1677055,2363.5439,county,fb-survey
247,06001,smoothed_wcli,2020-05-18,2020-09-03,108,0.3517029,0.1683848,1946.2423,county,fb-survey
248,06013,smoothed_wcli,2020-05-18,2020-09-03,108,0.0612553,0.0503849,2032.1179,county,fb-survey
249,06041,smoothed_wcli,2020-05-18,2020-09-03,108,0.1938243,0.2496361,308.8768,county,fb-survey
250,06075,smoothed_wcli,2020-05-18,2020-09-03,108,0.0841971,0.0900888,1136.0,county,fb-survey
